Hoarding Code,City,(Area/Zone),Location / Landmark,Facing Direction,Size (Width x Height),Position,Hoarding Type,Illumination,Latitude,Longitude,Ownership,Sq. Ft.,Landlord
PAPC-NC-S,Patan,Navjivan Circle,Railway Overbridge,Padmanaabh Circle to Navjivan Circle,30 x 20,Solo,Hoarding,NL,23.8439878,72.1364937,Private,600,
PAPC-CT-S,Patan,Padmanaabh Circle,Opp. Police Chowki,Chanashma to City,20 x 10,Solo,Hoarding,NL,23.8375938,72.1270057,LOF,200,DUMMY-18
PAPC-CN-L,Patan,Padmanaabh Circle,Opp. Police Chowki,Chanashma to City & Navjivan Circle,20 x 10,LHS,Hoarding,NL,23.837783,72.1267794,LOF,200,DUMMY-19
PAAS-SC-L,Patan,Anand Sarovar,At. Panchal Samaj Vaadi,Janta Hospital to Subhas Chowk,12 x 15,LHS,Hoarding,NL,23.8485588,72.127811,Private,180,Bharat Panchal Samaj Vaadi
PAAS-AS-R,Patan,Anand Sarovar,At. Panchal Samaj Vaadi,Bagvada Darwaja to Anand Sarovar,20 x 20 ,RHS,Hoarding,NL,23.8485481,72.1274868,Private,400,
PAAS-AS-L,Patan,Anand Sarovar,At. Panchal Samaj Vaadi,Bagvada Darwaja to Anand Sarovar,20 x 20 ,LHS,Hoarding,NL,23.8485481,72.1274868,Private,400,
PLGC-HW-L,Palanpur,Gurunanak Chowk,At. Gurunanak Chowk,City to Highway,20 x 20,LHS,Hoarding,NL,24.1711175,72.4315491,Private,400,Banas Guest House
DEMV-PA-S,Deesa,Mota Village,Nr. Bus Stop,Deesa to Palanpur,20 x 21,Solo,Hoarding,NL,24.231044,72.2720525,Private,400,Sendhaji Thakor
DERM-DE-LU,Deesa,Raajmandir,Nr. Somnath Hotel,Palanpur to Deesa,30 x 20,LHS Upper,Hoarding,NL,24.2496583,72.1978643,Private,600,Dhirenbhai Mali
DERM-DE-LD,Deesa,Raajmandir,Nr. Somnath Hotel,Palanpur to Deesa,30 x 20,LHS Lower,Hoarding,NL,24.2496583,72.1978643,Private,600,
DEFC-FV-LU,Deesa,Fuvara Circle,At. Fuvara Circle,Gayatri Temple to Fuvara Circle,30 x 15,LHS Upper,Hoarding,NL,24.2566827,72.1779395,Private,450,Kariyana Merchent
DEFC-FV-LD,Deesa,Fuvara Circle,At. Fuvara Circle,Gayatri Temple to Fuvara Circle,30 x 15,LHS Lower,Hoarding,NL,24.2566827,72.1779395,Private,450,
DEGN-GT-U,Deesa,Gulbani nagar,Nr. Dr. Jayesh shah Hospital,Fuvara Circle to Gayatri Temple,20 x 10,Upper,Hoarding,NL,24.2645245,72.1813492,Private,200,Prashantbhai
DEGN-GT-D,Deesa,Gulbani nagar,Nr. Dr. Jayesh shah Hospital,Fuvara Circle to Gayatri Temple,20 x 10,Lower,Hoarding,NL,24.2645245,72.1813492,private,200,
SIBS-BD-U,Siddhpur,Bindu Sarovar Road,Nr. Genaral Hospital,Highway to Bindu Sarovar,20 x 10,Upper,Hoarding,NL,23.912971,72.3698894,private,200,Kanubhai Choise Corner
SIBS-BD-D,Siddhpur,Bindu Sarovar Road,Nr. Genaral Hospital,Highway to Bindu Sarovar,20 x 10,Lower,Hoarding,NL,23.912971,72.3698894,private,200,
SIBS-HW-U,Siddhpur,Bindu Sarovar Road,Nr. Genaral Hospital,Bindu Sarovar to Highway,15 x 10,Upper,Hoarding,NL,23.912971,72.3698894,private,150,
SIBS-HW-D,Siddhpur,Bindu Sarovar Road,Nr. Genaral Hospital,Bindu Sarovar to Highway,15 x 10,Lower,Hoarding,NL,23.912971,72.3698894,private,150,
SIBT-BS-U,Siddhpur,Bus Stand,Nr. APMC Marcket,Tavadiya Circle to Bus stand,25 x 15,Upper,Hoarding,NL,23.9218505,72.3664676,private,375,Abdul Hamid Qureshi
SIBT-BS-D,Siddhpur,Bus Stand,Nr. APMC Marcket,Tavadiya Circle to Bus stand,25 x 10,Lower,Hoarding,NL,23.9218505,72.3664676,private,250,
SIDC-PA-S,Siddhpur,Dethali Circle,At. Dethali Circle,Mehsana to Palanpur,20 x 10,Solo,Hoarding,NL,23.9169147,72.3609721,LOF,200,DUMMY-20
MOMT-BE-S1,Modhera,Modheshwari Temple,Nr. Bus Stand,Mehsana to Bechraji,20 x 10,Solo,Hoarding,NL,23.5823577,72.1445222,Private,200,Boby Sarpanch
MOMT-BE-L,Modhera,Modheshwari Temple,Nr. Bus Stand,Mehsana to Bechraji,20 x 10,LHS,Hoarding,NL,23.5825973,72.1441463,Private,200,
MOMT-BE-R,Modhera,Modheshwari Temple,Nr. Bus Stand,Mehsana to Bechraji,20 x 10,RHS,Hoarding,NL,23.5825973,72.1441463,Private,200,
MOMT-ME-S1,Modhera,Modheshwari Temple,Nr. Bus Stand,Bechraji to Mehsana,20 x 10,Solo,Hoarding,NL,23.582456,72.144315,Private,200,
MOMT-ME-S2,Modhera,Modheshwari Temple,Nr. Chanashma Circle,Bechraji to Mehsana,20 x 10,Solo,Hoarding,NL,23.5848985,72.1426155,Private,200,DUMMY-21
MOST-BC-U,Modhera,Sun Temple,At. Chanashma Circle ,Mehsana to Bechraji & Chanashma,20 x 10,Upper,Hoarding,NL,23.584618,72.1385117,Private,200,DUMMY-22
MOST-BC-D,Modhera,Sun Temple,At. Chanashma Circle ,Mehsana to Bechraji & Chanashma,20 x 10,Lower,Hoarding,NL,23.584618,72.1385117,Private,200,
MOST-BE-U,Modhera,Sun Temple,Opp. Sun Temple Gate,Mehsana to Bechraji,20 x 10,Upper,Hoarding,NL,23.5813403,72.1361762,Private,200,Rajesh Devipujak
MOST-BE-M,Modhera,Sun Temple,Opp. Sun Temple Gate,Mehsana to Bechraji,20 x 10,Middle,Hoarding,NL,23.5813403,72.1361762,Private,200,
MOST-BE-D,Modhera,Sun Temple,Opp. Sun Temple Gate,Mehsana to Bechraji,20 x 10,Lower,Hoarding,NL,23.5813403,72.1361762,Private,200,
MOST-ME-U,Modhera,Sun Temple,Opp. Sun Temple Gate,Bechraji to Mehsana,20 x 10,Upper,Hoarding,NL,23.5813403,72.1361762,Private,200,
MOST-ME-M,Modhera,Sun Temple,Opp. Sun Temple Gate,Bechraji to Mehsana,20 x 10,Middle,Hoarding,NL,23.5813403,72.1361762,Private,200,
MOST-ME-D,Modhera,Sun Temple,Opp. Sun Temple Gate,Bechraji to Mehsana,20 x 10,Lower,Hoarding,NL,23.5813403,72.1361762,Private,200,
BEKA-BE-L,Bechraji,Kalri,Opp. Bus Stand,Mehsana to Bechraji,20 x 10,LHS Lower,Hoarding,NL,23.5142671,72.0798783,Private,200,Nikul
BEKA-BE-R,Bechraji,Kalri,Opp. Bus Stand,Mehsana to Bechraji,20 x 10,RHS Lower,Hoarding,NL,23.5142671,72.0798783,Private,200,
BEHP-BE-U,Bechraji,Helipad,Nr. Manidhar Village,Mehsana to Bechraji,20 x 10 ,Upper,Hoarding,NL,23.5002224,72.0489078,Private,200,Harsh Divy Bhaskar
BEHP-BE-D,Bechraji,Helipad,Nr. Manidhar Village,Mehsana to Bechraji,20 x 10 ,Lower,Hoarding,NL,23.5002224,72.0489078,Private,200,
BEHP-ME-U,Bechraji,Helipad,Nr. Manidhar Village,Bechraji to Mehsana,20 x 10 ,Upper,Hoarding,NL,23.5002224,72.0489078,Private,200,
BEHP-ME-D,Bechraji,Helipad,Nr. Manidhar Village,Bechraji to Mehsana,20 x 10 ,Lower,Hoarding,NL,23.5002224,72.0489078,Private,200,
BEHP-BE-LU,Bechraji,Helipad,Nr. Manidhar Village,Mehsana to Bechraji,20 x 10 ,LHS Upper,Hoarding,NL,23.5001498,72.0487428,Private,200,
BEHP-BE-LD,Bechraji,Helipad,Nr. Manidhar Village,Mehsana to Bechraji,20 x 10 ,LHS Lower,Hoarding,NL,23.5001498,72.0487428,Private,200,
BEHP-BE-RU,Bechraji,Helipad,Nr. Manidhar Village,Mehsana to Bechraji,20 x 10 ,RHS Upper,Hoarding,NL,23.5001498,72.0487428,Private,200,
BEHP-BE-RD,Bechraji,Helipad,Nr. Manidhar Village,Mehsana to Bechraji,20 x 10 ,RHS Lower,Hoarding,NL,23.5001498,72.0487428,Private,200,
BEHP-ME-S,Bechraji,Helipad,Nr. Manidhar Village,Bechraji to Mehsana,20 x 15,Solo,Hoarding,NL,23.5001498,72.0487428,Private,300,
